(-95, 132) = 0
(171, 143) = 1
(115, 51) = 1
(-14, -87) = 0
(-152, -188) = 0
(-177, 123) = 0
(172, -101) = 1
(-30, -180) = 0
(-148, 35) = 0
(-185, 164) = 0
(-89, -16) = 0
(-12, 169) = 0
(45, -103) = 1
(-165, -59) = 0
(-176, 191) = 0
(-75, -142) = 0
(103, -17) = 1
(-150, 0) = 0
(113, 143) = 1
(-167, -59) = 0
(-200, -109) = 0
(-23, -72) = 0
(-50, 52) = 0
(-47, -129) = 0
(-54, 131) = 0
(-79, -34) = 0
(65, 198) = 1
(20, -27) = 1
(-190, -68) = 0
(130, 50) = 1
(166, -108) = 1
(17, 126) = 1
(-129, 172) = 0
(-6, 25) = 0
(4, 185) = 1
(183, -81) = 1
(95, 179) = 1
(103, -166) = 1
(-56, -149) = 0
(-13, 63) = 0
(-19, 25) = 0
(77, -199) = 1
(146, -106) = 1
(73, 200) = 1
(92, -94) = 1
(36, -11) = 1
(162, 143) = 1
(-50, -190) = 0
(-73, -44) = 0
(89, -17) = 1
(125, 113) = 1
(185, -169) = 1
(131, 34) = 1
(111, -166) = 1
(-24, 4) = 0
(-54, -73) = 0
(-58, -176) = 0
(128, -61) = 1
(52, -184) = 1
(36, 145) = 1
(184, -160) = 1
(110, 7) = 1
(67, -94) = 1
(-108, 24) = 0
(-25, -66) = 0
(-105, -34) = 0
(197, 153) = 1
(152, -119) = 1
(-193, -133) = 0
(-20, -149) = 0
(-200, 136) = 0
(-17, -180) = 0
(154, -18) = 1
(-59, 55) = 0
(-154, 58) = 0
(32, 94) = 1
(175, 169) = 1
(93, 146) = 1
(19, -61) = 1
(111, -172) = 1
(42, -92) = 1
(177, 107) = 1
(182, 29) = 1
(190, 2) = 1
(113, -187) = 1
(42, 100) = 1
(-31, 188) = 0
(195, -99) = 1
(-155, -161) = 0
(164, -91) = 1
(-161, 41) = 0
(60, -15) = 1
(-175, 44) = 0
(-7, 127) = 0
(-73, 40) = 0
(3, 109) = 1
(23, -120) = 1
(181, 42) = 1
(-120, 70) = 0
(155, -39) = 1
(-65, 107) = 0
(-189, -99) = 0
(-174, -59) = 0
(101, 44) = 1
(125, 9) = 1
(-82, 23) = 0
(9, 187) = 1
(-86, -26) = 0
(-122, -3) = 0
(-139, 133) = 0
(-124, 172) = 0
(18, -173) = 1
(-86, 160) = 0
(172, 106) = 1
(176, -15) = 1
(-103, 76) = 0
(179, -68) = 1
(52, 95) = 1
(58, -77) = 1
(166, -29) = 1
(139, -119) = 1
(-121, -183) = 0
(-122, 162) = 0
(-52, 27) = 0
(159, 31) = 1
(67, 166) = 1
(122, -76) = 1
(27, -186) = 1
(87, -189) = 1
(43, -136) = 1
(16, 107) = 1
(105, -59) = 1
(148, -146) = 1
(-99, 127) = 0
(54, -125) = 1
(-111, 19) = 0
(65, -53) = 1
(87, 133) = 1
(-130, 28) = 0
(-22, 152) = 0
(-111, 1) = 0
(-55, -124) = 0
(-111, 147) = 0
(-162, 185) = 0
(-155, 156) = 0
(135, 8) = 1
(-122, -133) = 0
(-177, -41) = 0
(-153, -61) = 0
(121, 96) = 1
(81, 26) = 1
(-73, 184) = 0
(-112, -187) = 0
(-152, -51) = 0
(200, 186) = 1
(-17, -34) = 0
(-44, -30) = 0
(-76, -169) = 0
(129, -105) = 1
(134, -15) = 1
(195, 151) = 1
(70, 186) = 1
(29, 148) = 1
(-60, -30) = 0
(-34, -6) = 0
(-43, 29) = 0
(-91, 101) = 0
(30, -93) = 1
(-79, -134) = 0
(28, 84) = 1
(-98, -83) = 0
(148, 178) = 1
(92, -165) = 1
(-87, -51) = 0
(-126, 79) = 0
(-32, -188) = 0
(-31, 17) = 0
(-170, 40) = 0
(46, -54) = 1
(191, -142) = 1
(181, 54) = 1
(31, -179) = 1
(-153, 134) = 0
(28, -65) = 1
(-193, 130) = 0
(70, -179) = 1
(41, 199) = 1
(135, -90) = 1
(133, 187) = 1
(-141, -73) = 0
(194, 105) = 1
(51, 111) = 1
(189, 75) = 1
(145, -146) = 1
(196, 189) = 1
(-34, 23) = 0
(134, -60) = 1
(199, -64) = 1
(188, 164) = 1
(-141, 178) = 0
(-127, 184) = 0
(198, 35) = 1
(-27, 186) = 0
(-65, -5) = 0
(31, 61) = 1
(103, 66) = 1
(132, 39) = 1
(-24, -24) = 0
(-71, -89) = 0
(74, 92) = 1
(-138, -13) = 0
(-186, -119) = 0
(20, -193) = 1
(175, 119) = 1
(30, -60) = 1
(192, -17) = 1
(178, -173) = 1
(55, -74) = 1
(-11, 94) = 0
(-191, 45) = 0
(-126, 196) = 0
(-191, 130) = 0
(94, -135) = 1
(-141, -117) = 0
(100, 47) = 1
(8, 34) = 1
(-70, 181) = 0
(-180, -58) = 0
(130, 5) = 1
(-113, 132) = 0
(194, 159) = 1
(89, 104) = 1
(73, 82) = 1
(-72, -21) = 0
(7, -37) = 1
(10, 155) = 1
(-195, 72) = 0
(52, -112) = 1
(-19, 29) = 0
(142, 34) = 1
(-180, -149) = 0
(-166, 99) = 0
(-196, 51) = 0
(-59, 157) = 0
(60, -83) = 1
(-103, -27) = 0
(39, -9) = 1
(-161, 124) = 0
(-149, 21) = 0
(-6, 80) = 0
(-176, 54) = 0
(-60, -106) = 0
(101, -154) = 1
(15, -105) = 1
(5, 116) = 1
(139, 151) = 1
(100, -14) = 1
(120, -10) = 1
(63, -143) = 1
(122, 101) = 1
(33, -153) = 1
(115, -51) = 1
(-167, 96) = 0
(13, 135) = 1
(160, 137) = 1
(127, 128) = 1
(190, 17) = 1
(-120, -163) = 0
(-102, -24) = 0
(124, -187) = 1
(-19, -185) = 0
(-90, -176) = 0
(31, 20) = 1
(146, 11) = 1
(148, 198) = 1
(-110, 27) = 0
(-41, -111) = 0
(98, 169) = 1
(-199, -126) = 0
(144, 154) = 1
(-181, 184) = 0
(-85, -196) = 0
(-109, -199) = 0
(195, -60) = 1
(-120, 84) = 0
(61, -148) = 1
(99, 64) = 1
(36, -132) = 1
(-72, -200) = 0
(-125, -84) = 0
(86, 72) = 1
(108, 98) = 1
(-146, -57) = 0
(6, -190) = 1
(44, 137) = 1
(-121, 48) = 0
(8, -111) = 1
(166, -8) = 1
(-98, 169) = 0
(-45, 116) = 0
(-119, 175) = 0
(-41, -22) = 0
(-16, 79) = 0
(-145, 114) = 0
(-101, -182) = 0
(-161, -193) = 0
(-57, 60) = 0
(142, -108) = 1
(-29, -122) = 0
(-106, 96) = 0
(-32, 89) = 0
(64, 107) = 1
(-81, -110) = 0
(120, -72) = 1
(-125, 156) = 0
(-92, -153) = 0
(-104, -62) = 0
(-151, -169) = 0
(143, 186) = 1
(196, -176) = 1
(142, 21) = 1
(39, 196) = 1
(70, 14) = 1
(25, -63) = 1
(-95, 20) = 0
(91, -162) = 1
(-117, 149) = 0
(-79, -37) = 0
(-52, 10) = 0
(22, -169) = 1
(122, 96) = 1
(61, -174) = 1
(-24, 93) = 0
(-6, -123) = 0
(102, -145) = 1
(135, -117) = 1
(128, -27) = 1
(-176, 17) = 0
(-102, 105) = 0
(-9, -91) = 0
(136, -30) = 1
(116, 62) = 1
(-172, -175) = 0
(76, 135) = 1
(-67, -189) = 0
(-135, 174) = 0
(199, -169) = 1
(-128, 185) = 0
(-195, -43) = 0
(-101, 135) = 0
(142, 116) = 1
(-157, -49) = 0
(165, -189) = 1
(-107, -62) = 0
(103, -154) = 1
(-175, 26) = 0
(-104, 58) = 0
(-7, -42) = 0
(-29, -123) = 0
(17, 108) = 1
(108, -99) = 1
(-19, -65) = 0
(-169, 83) = 0
(-7, -32) = 0
(-30, 68) = 0
(-163, 108) = 0
(140, 131) = 1
(138, 89) = 1
(-174, 131) = 0
(-177, -141) = 0
(-123, 104) = 0
(-166, 5) = 0
(9, -15) = 1
(164, 138) = 1
(-79, -90) = 0
(119, -146) = 1
(96, 152) = 1
(69, 184) = 1
(87, -151) = 1
(161, 2) = 1
(-34, -145) = 0
(-8, 36) = 0
(-144, -170) = 0
(34, -44) = 1
(1, -165) = 0
(43, 151) = 1
(140, -48) = 1
(-13, 185) = 0
(36, 68) = 1
(157, 46) = 1
(-128, 126) = 0
(-15, -200) = 0
(94, -157) = 1
(113, 33) = 1
(-77, -174) = 0
(-42, 168) = 0
(-100, -97) = 0
(67, -11) = 1
(64, 71) = 1
(-89, 94) = 0
(-115, 59) = 0
(-200, -74) = 0
(-44, 55) = 0
(58, 81) = 1
(-48, 42) = 0
(-76, 192) = 0
(-50, -181) = 0
(-111, 125) = 0
(-86, -34) = 0
(63, 107) = 1
(-129, -152) = 0
(-132, -31) = 0
(-58, 175) = 0
(-59, -94) = 0
(189, 10) = 1
(44, 134) = 1
(172, 47) = 1
(-81, 42) = 0
(132, 22) = 1
(109, -155) = 1
(-64, 147) = 0
(93, -47) = 1
(-34, 187) = 0
(-179, 10) = 0
(-113, -20) = 0
(-19, 100) = 0
(197, 64) = 1
(170, -71) = 1
(126, -106) = 1
(104, -51) = 1
(-78, 103) = 0
(-67, -38) = 0
(20, 124) = 1
(124, -174) = 1
(-142, -189) = 0
(-165, -101) = 0
(-4, -87) = 0
(151, 182) = 1
(124, -25) = 1
(-62, -147) = 0
(-21, -4) = 0
(43, -75) = 1
(-145, -139) = 0
(168, 159) = 1
(-151, -200) = 0
(-33, 121) = 0
(194, -171) = 1
(-60, 74) = 0
(79, -109) = 1
(6, 129) = 1
(-130, -176) = 0
(103, -71) = 1
(-95, -55) = 0
(-140, -170) = 0
(3, 131) = 1
(32, -35) = 1
(82, 174) = 1
(60, -132) = 1
(188, 69) = 1
(-188, 118) = 0
(41, -73) = 1
(-71, -8) = 0
(-24, -13) = 0
(157, -48) = 1
(-114, -15) = 0
(141, 174) = 1
(-189, 36) = 0
(-45, -150) = 0
(90, -143) = 1
(-18, -156) = 0
(55, 154) = 1
(-144, 127) = 0
(-108, 58) = 0
(131, 33) = 1
(58, 169) = 1
(-84, 174) = 0
(183, -155) = 1
(75, 181) = 1
(-87, -36) = 0
(-108, 46) = 0
(-154, -28) = 0
(-96, 24) = 0
(40, -115) = 1
(181, 114) = 1
(18, -17) = 1
(-50, -140) = 0
(-126, 26) = 0
(126, -103) = 1
(-55, 90) = 0
(-116, 179) = 0
(-66, -146) = 0
(189, 20) = 1
(34, -2) = 1
(-126, -50) = 0
(-190, 8) = 0
(-28, 90) = 0
(59, -197) = 1
(-92, -142) = 0
(139, 122) = 1
(55, 27) = 1
(-44, 64) = 0
(196, 126) = 1
(-187, 55) = 0
(160, -180) = 1
(-2, -57) = 0
(157, 38) = 1
(-101, 161) = 0
(56, -119) = 1
(29, 28) = 1
(120, -73) = 1
(-154, 21) = 0
(-18, 104) = 0
(-198, -53) = 0
(18, 139) = 1
(200, 64) = 1
(-199, -25) = 0
(-128, -167) = 0
(68, -20) = 1
(-179, 186) = 0
(-174, 114) = 0
(62, 140) = 1
(23, 187) = 1
(-79, 190) = 0
(-37, 144) = 0
(-64, 97) = 0
(69, 86) = 1
(1, -101) = 0
(-14, -167) = 0
(50, -27) = 1
(-101, 158) = 0
(171, -42) = 1
(-109, 169) = 0
(-174, -79) = 0
(-167, -87) = 0
(183, -102) = 1
(-99, 123) = 0
(-21, 35) = 0
(68, -89) = 1
(90, 193) = 1
(90, -183) = 1
(40, -28) = 1
(192, -163) = 1
(-31, 156) = 0
(100, -62) = 1
(-170, -31) = 0
(-153, -16) = 0
(35, 184) = 1
(179, 84) = 1
(168, 24) = 1
(-134, 162) = 0
(-86, -65) = 0
(-50, -73) = 0
(140, -192) = 1
(157, 179) = 1
(-170, 196) = 0
(61, 54) = 1
(-23, -189) = 0
(-61, 65) = 0
(103, -184) = 1
(139, 68) = 1
(-26, 58) = 0
(120, 15) = 1
(-131, 68) = 0
(-183, -119) = 0
(108, 126) = 1
(177, 155) = 1
(150, 103) = 1
(62, -92) = 1
(27, 187) = 1
(-56, -53) = 0
(87, -169) = 1
(-178, 149) = 0
(-18, 33) = 0
(28, 68) = 1
(-99, 31) = 0
(44, -58) = 1
(110, 98) = 1
(-198, -19) = 0
(116, -132) = 1
(85, -183) = 1
(96, -5) = 1
(-76, 180) = 0
(-159, -151) = 0
(125, -113) = 1
(161, -190) = 1
(13, 33) = 1
(-154, -139) = 0
(-85, 52) = 0
(-159, 23) = 0
(-28, -19) = 0
(194, 183) = 1
(-21, -19) = 0
(12, 79) = 1
(-25, -10) = 0
(80, 8) = 1
(-133, -125) = 0
(58, -108) = 1
(106, 31) = 1
(-47, -15) = 0
(-24, -145) = 0
(-163, 195) = 0
(-146, 39) = 0
(76, -14) = 1
(140, 182) = 1
(-48, -187) = 0
(123, -171) = 1
(104, 161) = 1
(-32, -197) = 0
(-69, 39) = 0
(-177, -29) = 0
(-108, 174) = 0
(-127, 194) = 0
(11, 66) = 1
(-43, 22) = 0
(-16, 185) = 0
(137, -37) = 1
(-200, -192) = 0
(-173, 52) = 0
(12, -53) = 1
(-172, -162) = 0
(-114, 101) = 0
(66, -150) = 1
(143, 67) = 1
(-179, 165) = 0
(-143, -40) = 0
(122, -8) = 1
(-97, -174) = 0
(124, 12) = 1
(-194, 67) = 0
(-119, -44) = 0
(126, -69) = 1
(-193, -146) = 0
(99, -8) = 1
(-162, 151) = 0
(17, 99) = 1
(-126, -185) = 0
(179, -116) = 1
(-15, 32) = 0
(73, -132) = 1
(-187, 165) = 0
(195, -171) = 1
(121, -111) = 1
(-19, 13) = 0
(49, 118) = 1
(-177, 122) = 0
(97, 1) = 1
(-168, -68) = 0
(131, 20) = 1
(41, 177) = 1
(87, -49) = 1
(-124, 93) = 0
(133, -13) = 1
(19, 29) = 1
(-109, -90) = 0
(16, 133) = 1
(-28, -39) = 0
(-39, 153) = 0
(-38, 200) = 0
(-103, -151) = 0
(-170, -32) = 0
(-50, -105) = 0
(114, 181) = 1
(-183, -113) = 0
(-59, 191) = 0
(82, -106) = 1
(69, 57) = 1
(-8, 18) = 0
(-128, 134) = 0
(45, 108) = 1
(196, -4) = 1
(69, -168) = 1
(-66, 19) = 0
(79, -154) = 1
(48, 138) = 1
(54, -57) = 1
(-134, 22) = 0
(-187, 189) = 0
(-74, 137) = 0
(104, 113) = 1
(-126, 22) = 0
(-123, -24) = 0
(-78, 134) = 0
(31, -7) = 1
(-90, -161) = 0
(-132, -188) = 0
(109, -46) = 1
(-136, -153) = 0
(-194, -196) = 0
(-187, 114) = 0
(138, -30) = 1
(-41, 37) = 0
(-191, 0) = 0
(-49, -55) = 0
(97, -128) = 1
(-156, -143) = 0
(63, 168) = 1
(-28, 102) = 0
(-97, -56) = 0
(-135, 50) = 0
(-58, -143) = 0
(46, 65) = 1
(-153, -101) = 0
(-74, 30) = 0
(129, 177) = 1
(-151, 148) = 0
(-115, -141) = 0
(79, -181) = 1
(25, 135) = 1
(-72, -193) = 0
(-6, 136) = 0
(145, 113) = 1
(-41, -146) = 0
(73, 133) = 1
(-49, 46) = 0
(37, 70) = 1
(63, 133) = 1
(41, 131) = 1
(-132, -193) = 0
(-160, -105) = 0
(25, 120) = 1
(-20, 200) = 0
(-26, -46) = 0
(100, -157) = 1
(-177, 41) = 0
(-77, -81) = 0
(-17, 76) = 0
(-185, 58) = 0
(14, 199) = 1
(-38, 166) = 0
(-21, 81) = 0
(5, -128) = 1
(-144, 68) = 0
(190, 25) = 1
(-30, 40) = 0
(-151, -189) = 0
(71, -198) = 1
(167, 16) = 1
(-79, 197) = 0
(-8, -56) = 0
(-99, -56) = 0
(55, 143) = 1
(1, -26) = 0
(-144, -99) = 0
(-189, 180) = 0
(-59, -73) = 0
(124, -82) = 1
(-27, -168) = 0
(141, 158) = 1
(-122, 8) = 0
(-154, 172) = 0
(-54, 168) = 0
(-54, -96) = 0
(-174, -115) = 0
(-21, 199) = 0
(147, -190) = 1
(153, -63) = 1
(-90, 197) = 0
(106, 79) = 1
(-114, 22) = 0
(-150, 122) = 0
(27, -170) = 1
(29, 150) = 1
(-181, -11) = 0
(189, 197) = 1
(77, 135) = 1
(-6, -38) = 0
(-107, 34) = 0
(36, -67) = 1
(-39, 124) = 0
(-169, 109) = 0
(161, -136) = 1
(79, 96) = 1
(64, 14) = 1
(59, -30) = 1
(4, 12) = 1
(-40, 130) = 0
(-175, 53) = 0
(-188, 149) = 0
(103, -144) = 1
(-148, 140) = 0
(33, -20) = 1
(-2, -153) = 0
(64, -140) = 1
(186, -18) = 1
(-95, 142) = 0
(-114, 168) = 0
(-13, -10) = 0
(175, 162) = 1
(94, 106) = 1
(103, -54) = 1
(-155, 112) = 0
(-85, -51) = 0
(30, -115) = 1
(0, -64) = 0
(59, -89) = 1
(4, 101) = 1
(-121, -20) = 0
(102, -43) = 1
(-144, 148) = 0
(190, 95) = 1
(88, 110) = 1
(-27, 63) = 0
(-27, -44) = 0
(-6, -182) = 0
(69, 130) = 1
(-79, -144) = 0
(-35, -178) = 0
(168, -22) = 1
(145, -33) = 1
(20, 195) = 1
(34, -163) = 1
(-171, 83) = 0
(-163, 185) = 0
(168, -14) = 1
(10, 152) = 1
(-92, 166) = 0
(-140, 190) = 0
(-199, -66) = 0
(-180, -198) = 0
(159, -9) = 1
(-179, -126) = 0
(-18, 10) = 0
(11, -51) = 1
(-103, 92) = 0
(128, 103) = 1
(119, -58) = 1
(-100, -26) = 0
(6, 66) = 1
(-82, -167) = 0
(136, 36) = 1
(-11, 198) = 0
(-162, 62) = 0
(162, 24) = 1
(43, -106) = 1
(179, -129) = 1
(181, -2) = 1
(156, -101) = 1
(-14, -83) = 0
(-51, -120) = 0
(119, 151) = 1
(191, -21) = 1
(7, 55) = 1
(-11, -88) = 0
(4, -142) = 1
(-77, -71) = 0
(122, 194) = 1
(-152, -199) = 0
(151, -54) = 1
(113, 31) = 1
(-106, -147) = 0
(14, 171) = 1
(-22, 85) = 0
(-19, -21) = 0
(20, 103) = 1
(-183, -186) = 0
(-180, 66) = 0
(153, -47) = 1
(-109, -12) = 0
(93, -119) = 1
(21, -171) = 1
(170, 86) = 1
(162, 104) = 1
(69, 75) = 1
(84, 69) = 1
(-168, 183) = 0
(154, -30) = 1
(-2, -113) = 0
(88, -193) = 1
(-57, -84) = 0
(-19, 16) = 0
(95, 88) = 1
(-181, -144) = 0
(93, -123) = 1
(-104, 82) = 0
(-174, -91) = 0
(176, 92) = 1
(-139, -72) = 0
(28, -36) = 1
(-151, -186) = 0
(-126, 159) = 0
(166, 147) = 1
(-137, -181) = 0
(143, -186) = 1
(192, 26) = 1
(104, -90) = 1
(56, -174) = 1
(-20, -42) = 0
(-41, 19) = 0
(-173, 92) = 0
(-145, 92) = 0
(146, -126) = 1
(125, 27) = 1
(-15, 180) = 0
(63, -20) = 1
(27, 110) = 1
(-84, 81) = 0
(-68, -27) = 0
(-180, 119) = 0
(-34, -182) = 0
(132, 79) = 1
